method,resolution,rmse,l2_error,linf_error,observed_order
FDM,51,0.00066232106701672,0.0009459836993632076,0.0015355458061364624,
FDM,101,0.00016653002771268373,0.00023668363961747372,0.0003845693342483525,1.9917484089890478
FDM,201,4.1839505212338514e-05,5.931773625814404e-05,9.642253807873313e-05,1.9928446433108562
FDM,401,1.0575099235717011e-05,1.4974131404183393e-05,2.4363182335673805e-05,1.9841945890717056
